debugYJ5Nk:debugcDJ8S,initialized,0,,1524695918475
debugYJ5Nk:debugcDJ8S,window_resize,0,"[1024, 726]",1524695918475
debugs8DKt:debugqdjvP,initialized,0,,1525032505960
debugs8DKt:debugqdjvP,window_resize,0,"[1280, 703]",1525032505960
debugDk0Ki:debugJYcYv,initialized,0,,1525062792077
debugDk0Ki:debugJYcYv,window_resize,0,"[1024, 665]",1525062792077
debugifLfY:debugXMPp6,initialized,0,,1525032778187
debugifLfY:debugXMPp6,window_resize,0,"[1280, 703]",1525032778187
debugvL6a4:debugSHgZX,initialized,0,,1525110636968
debugvL6a4:debugSHgZX,window_resize,0,"[1024, 671]",1525110636968
debugzeDdB:debugV6FI6,initialized,0,,1525034247363
debugzeDdB:debugV6FI6,window_resize,0,"[1280, 703]",1525034247363
debugyMCWd:debugNItKg,initialized,0,,1525035930417
debugyMCWd:debugNItKg,window_resize,0,"[1280, 703]",1525035930417
debugTcTHT:debugL2tLP,initialized,0,,1525036415845
debugTcTHT:debugL2tLP,window_resize,0,"[1280, 703]",1525036415845
debugr5LWm:debugcfwlX,initialized,0,,1525111359175
debugr5LWm:debugcfwlX,window_resize,0,"[1280, 703]",1525111359175
debugg9fCk:debugkSnkb,initialized,0,,1525111725512
debugg9fCk:debugkSnkb,window_resize,0,"[1024, 665]",1525111725512
debugB8a4P:debugCUu4V,initialized,0,,1525112014779
debugB8a4P:debugCUu4V,window_resize,0,"[1024, 663]",1525112014779
debugCiY6x:debugIShtO,initialized,0,,1525057471804
debugCiY6x:debugIShtO,window_resize,0,"[1280, 703]",1525057471804
debug8Vr9K:debugwObWV,initialized,0,,1525057584372
debug8Vr9K:debugwObWV,window_resize,0,"[1024, 666]",1525057584372
debugqI0NM:debugGbXQX,initialized,0,,1525057676296
debugqI0NM:debugGbXQX,window_resize,0,"[1024, 666]",1525057676296
debugjS17a:debugP4jHG,initialized,0,,1525060448824
debugjS17a:debugP4jHG,window_resize,1,"[1024, 671]",1525060448825
debugiq103:debugQR8fa,initialized,0,,1525060607636
debugiq103:debugQR8fa,window_resize,0,"[1024, 666]",1525060607636
debugRHpVu:debugf6tA5,initialized,0,,1525060983505
debugRHpVu:debugf6tA5,window_resize,0,"[1024, 671]",1525060983505
debugg9oTu:debugUmRsI,initialized,0,,1525060774186
debugg9oTu:debugUmRsI,window_resize,0,"[1024, 666]",1525060774186
debugzheFr:debugOFZs1,initialized,0,,1525061455420
debugzheFr:debugOFZs1,window_resize,0,"[1024, 673]",1525061455420
debugDzv2t:debugFk6Sq,initialized,0,,1525061665223
debugDzv2t:debugFk6Sq,window_resize,0,"[1024, 671]",1525061665223
debugnpYTn:debugIFlf5,initialized,0,,1525062012068
debugnpYTn:debugIFlf5,window_resize,0,"[1024, 671]",1525062012068
debugHmaex:debugM3twD,initialized,0,,1525112666128
debugHmaex:debugM3twD,window_resize,0,"[1024, 663]",1525112666128
debugybSgM:debugyWwpr,initialized,0,,1525113017569
debugybSgM:debugyWwpr,window_resize,0,"[1024, 663]",1525113017569
debugByBUi:debuguonqB,initialized,0,,1525113313550
debugByBUi:debuguonqB,window_resize,0,"[1280, 703]",1525113313550
debugZPMrt:debughDmCT,initialized,0,,1525113410998
debugZPMrt:debughDmCT,window_resize,0,"[1024, 663]",1525113410998
debugUwwo7:debuggWylZ,initialized,0,,1525113653444
debugUwwo7:debuggWylZ,window_resize,0,"[1280, 703]",1525113653444
debugZBbSk:debugyukOg,initialized,0,,1525118223548
debugZBbSk:debugyukOg,window_resize,0,"[1024, 673]",1525118223548
debugCjEYh:debugVAqnH,initialized,0,,1525118347874
debugCjEYh:debugVAqnH,window_resize,0,"[1280, 703]",1525118347874
debughfSjg:debuglwIs6,initialized,0,,1525119027913
debughfSjg:debuglwIs6,window_resize,0,"[1280, 703]",1525119027913
debuge4mDE:debug729B5,initialized,0,,1525119149081
debuge4mDE:debug729B5,window_resize,0,"[725, 703]",1525119149081
debugmq3uD:debugJnCDv,initialized,0,,1525119276832
debugmq3uD:debugJnCDv,window_resize,0,"[1280, 703]",1525119276832
debug7LqJr:debugxaLL9,initialized,0,,1525119954438
debug7LqJr:debugxaLL9,window_resize,0,"[1280, 703]",1525119954438
debugRzr3r:debugOI7dh,initialized,0,,1525120340889
debugRzr3r:debugOI7dh,window_resize,0,"[1280, 703]",1525120340889
debugf7YAa:debugCvBtP,initialized,0,,1525120450224
debugf7YAa:debugCvBtP,window_resize,0,"[1280, 703]",1525120450224
debug655q4:debugRQVBM,initialized,0,,1525120626095
debug655q4:debugRQVBM,window_resize,0,"[1024, 700]",1525120626095
A2CJY4787IR70K:3F1567XTNW5GE5MNS0VZHYUV8UEQ9P,initialized,0,,1525364652568
A2CJY4787IR70K:3F1567XTNW5GE5MNS0VZHYUV8UEQ9P,window_resize,0,"[1024, 768]",1525364652568
A3AEYHICO97IDU:3U8YCDAGXPGYIBYAS4C6ONT25QK0QN,initialized,0,,1525364668938
A3AEYHICO97IDU:3U8YCDAGXPGYIBYAS4C6ONT25QK0QN,window_resize,0,"[1024, 768]",1525364668938
A3AEYHICO97IDU:3U8YCDAGXPGYIBYAS4C6ONT25QK0QN,focus,8876,off,1525364677814
A3AEYHICO97IDU:3U8YCDAGXPGYIBYAS4C6ONT25QK0QN,focus,5574,on,1525364683388
A3AEYHICO97IDU:3U8YCDAGXPGYIBYAS4C6ONT25QK0QN,focus,34829,off,1525364718217
A3AEYHICO97IDU:3U8YCDAGXPGYIBYAS4C6ONT25QK0QN,focus,74,on,1525364718291
A2CF2BD4Q0ZDJN:3SLE99ER0ND8GQ2BDGS8ZX1P1X5BZH,initialized,0,,1525364682887
A2CF2BD4Q0ZDJN:3SLE99ER0ND8GQ2BDGS8ZX1P1X5BZH,window_resize,0,"[1024, 768]",1525364682887
A2CF2BD4Q0ZDJN:3SLE99ER0ND8GQ2BDGS8ZX1P1X5BZH,window_resize,21818,"[1024, 940]",1525364704705
A2CF2BD4Q0ZDJN:3SLE99ER0ND8GQ2BDGS8ZX1P1X5BZH,focus,8240,off,1525364712945
A2CF2BD4Q0ZDJN:3SLE99ER0ND8GQ2BDGS8ZX1P1X5BZH,focus,2841,on,1525364715786
debugbWvbv:debugwm8iF,initialized,0,,1525122878202
debugbWvbv:debugwm8iF,window_resize,0,"[1280, 703]",1525122878202
debugoPJqn:debugBOfpJ,initialized,0,,1525122938089
debugoPJqn:debugBOfpJ,window_resize,0,"[1024, 703]",1525122938089
A250FES5PFCGK9:3LQ8PUHQFLSWCDGND4EILD1X0X5IH4,initialized,0,,1525365206077
A250FES5PFCGK9:3LQ8PUHQFLSWCDGND4EILD1X0X5IH4,window_resize,0,"[1024, 754]",1525365206077
A250FES5PFCGK9:3LQ8PUHQFLSWCDGND4EILD1X0X5IH4,window_resize,1027,"[1280, 710]",1525365207104
debugB5NeV:debugiyDEa,initialized,0,,1525123719451
debugB5NeV:debugiyDEa,window_resize,0,"[1024, 695]",1525123719451
debugfW3F6:debugKPLFI,initialized,0,,1525123860736
debugfW3F6:debugKPLFI,window_resize,0,"[1024, 700]",1525123860736
debugppboE:debugEkDsy,initialized,0,,1525124038642
debugppboE:debugEkDsy,window_resize,0,"[1024, 695]",1525124038642
debuggTCBM:debug6xvQ1,initialized,0,,1525124166527
debuggTCBM:debug6xvQ1,window_resize,0,"[640, 695]",1525124166527
debugtWWY8:debugnCWEh,initialized,0,,1525124275151
debugtWWY8:debugnCWEh,window_resize,0,"[640, 695]",1525124275151
debugu8OrV:debug7pKJP,initialized,0,,1525124450616
debugu8OrV:debug7pKJP,window_resize,0,"[640, 695]",1525124450616
debugN5vw8:debugeyRQq,initialized,0,,1525124638720
debugN5vw8:debugeyRQq,window_resize,0,"[640, 695]",1525124638720
