A2CJY4787IR70K:3F1567XTNW5GE5MNS0VZHYUV8UEQ9P,start_time,2018-05-03T16:24:13.353Z
A2CJY4787IR70K:3F1567XTNW5GE5MNS0VZHYUV8UEQ9P,guesses,[]
A2CJY4787IR70K:3F1567XTNW5GE5MNS0VZHYUV8UEQ9P,bonus,0.11999999999999998
A3AEYHICO97IDU:3U8YCDAGXPGYIBYAS4C6ONT25QK0QN,start_time,2018-05-03T16:24:29.704Z
A3AEYHICO97IDU:3U8YCDAGXPGYIBYAS4C6ONT25QK0QN,guesses,[]
A3AEYHICO97IDU:3U8YCDAGXPGYIBYAS4C6ONT25QK0QN,bonus,0.10999999999999999
A2CF2BD4Q0ZDJN:3SLE99ER0ND8GQ2BDGS8ZX1P1X5BZH,start_time,2018-05-03T16:24:43.617Z
A2CF2BD4Q0ZDJN:3SLE99ER0ND8GQ2BDGS8ZX1P1X5BZH,guesses,"[u'9388760', u'9388760', u'9388760']"
A2CF2BD4Q0ZDJN:3SLE99ER0ND8GQ2BDGS8ZX1P1X5BZH,number,9388760
A2CF2BD4Q0ZDJN:3SLE99ER0ND8GQ2BDGS8ZX1P1X5BZH,bonus,0.11999999999999998
A250FES5PFCGK9:3LQ8PUHQFLSWCDGND4EILD1X0X5IH4,start_time,2018-05-03T16:33:26.800Z
A250FES5PFCGK9:3LQ8PUHQFLSWCDGND4EILD1X0X5IH4,guesses,"[u'3073663', u'3073663', u'3073663']"
A250FES5PFCGK9:3LQ8PUHQFLSWCDGND4EILD1X0X5IH4,number,3073663
A250FES5PFCGK9:3LQ8PUHQFLSWCDGND4EILD1X0X5IH4,bonus,0.11999999999999998
A1YSYI926BBOHW:3V0Z7YWSIY0XJTX5TQAUDYLPJGJ2V3,start_time,2018-05-03T15:53:46.441Z
A1YSYI926BBOHW:3V0Z7YWSIY0XJTX5TQAUDYLPJGJ2V3,guesses,"[u'1444584', u'1444584', u'1444584']"
A1YSYI926BBOHW:3V0Z7YWSIY0XJTX5TQAUDYLPJGJ2V3,number,1444584
A1YSYI926BBOHW:3V0Z7YWSIY0XJTX5TQAUDYLPJGJ2V3,bonus,0.11999999999999998
A1F1OZ54G177D8:3SKEMFQBZ35UPX5IA35OLGNBPI48KQ,start_time,2018-05-03T15:54:50.059Z
A1F1OZ54G177D8:3SKEMFQBZ35UPX5IA35OLGNBPI48KQ,guesses,[]
A1F1OZ54G177D8:3SKEMFQBZ35UPX5IA35OLGNBPI48KQ,bonus,0.08
A3GEL5PWFIK05S:3FE7TXL1LIN5EL1O7RGK7BMH2O42Q9,start_time,2018-05-03T15:53:36.457Z
A3GEL5PWFIK05S:3FE7TXL1LIN5EL1O7RGK7BMH2O42Q9,guesses,"[u'6489151', u'6489151', u'6489151']"
A3GEL5PWFIK05S:3FE7TXL1LIN5EL1O7RGK7BMH2O42Q9,number,6489151
A3GEL5PWFIK05S:3FE7TXL1LIN5EL1O7RGK7BMH2O42Q9,bonus,0.11999999999999998
A37S96RT1P1IT2:3907X2AHF05KE9097E1V76W7XSI2PI,start_time,2018-05-03T15:53:56.118Z
A37S96RT1P1IT2:3907X2AHF05KE9097E1V76W7XSI2PI,guesses,"[u'4923816', u'4923816', u'4923816']"
A37S96RT1P1IT2:3907X2AHF05KE9097E1V76W7XSI2PI,number,4923816
A37S96RT1P1IT2:3907X2AHF05KE9097E1V76W7XSI2PI,bonus,0.09
ABMX8XUNPR3LP:39O5D9O87TSQ52NO69TU6G2S4N33CG,start_time,2018-05-03T15:54:22.129Z
ABMX8XUNPR3LP:39O5D9O87TSQ52NO69TU6G2S4N33CG,guesses,"[u'5874092', u'5874092', u'5874092']"
ABMX8XUNPR3LP:39O5D9O87TSQ52NO69TU6G2S4N33CG,number,5874092
ABMX8XUNPR3LP:39O5D9O87TSQ52NO69TU6G2S4N33CG,bonus,0.11999999999999998
A1ZD8RU6YB0VEU:3BV8HQ2ZZW1196D85XV17OOOEBK6AN,start_time,2018-05-03T15:54:47.690Z
A1ZD8RU6YB0VEU:3BV8HQ2ZZW1196D85XV17OOOEBK6AN,guesses,"[u'7099211', u'7099211', u'7099211']"
A1ZD8RU6YB0VEU:3BV8HQ2ZZW1196D85XV17OOOEBK6AN,number,7099211
A1ZD8RU6YB0VEU:3BV8HQ2ZZW1196D85XV17OOOEBK6AN,bonus,0.09
A1BQCRF5Q76YFY:30LSNF239UVSXND5UJBBY9VVBENI2M,start_time,2018-05-03T15:55:35.322Z
A1BQCRF5Q76YFY:30LSNF239UVSXND5UJBBY9VVBENI2M,guesses,[]
A1BQCRF5Q76YFY:30LSNF239UVSXND5UJBBY9VVBENI2M,bonus,0.09
AIZTLQM7HHQN6:3F6HPJW4JD0AYIXAJ0FQZ043QPL2WD,start_time,2018-05-03T15:55:28.706Z
AIZTLQM7HHQN6:3F6HPJW4JD0AYIXAJ0FQZ043QPL2WD,guesses,"[u'8814821', u'884182', u'8814821']"
AIZTLQM7HHQN6:3F6HPJW4JD0AYIXAJ0FQZ043QPL2WD,number,8814821
AIZTLQM7HHQN6:3F6HPJW4JD0AYIXAJ0FQZ043QPL2WD,bonus,0.09999999999999999
AHIM8PGYOIN0K:3KGTPGBS6XLX6E85O00PHCJ659A2UE,start_time,2018-05-03T15:54:58.759Z
AHIM8PGYOIN0K:3KGTPGBS6XLX6E85O00PHCJ659A2UE,guesses,[]
AHIM8PGYOIN0K:3KGTPGBS6XLX6E85O00PHCJ659A2UE,bonus,0.10999999999999999
A3QC57KUVJP5EW:384PI804XS1AVRDNK81BJN83NE50SC,start_time,2018-05-03T15:54:44.898Z
A3QC57KUVJP5EW:384PI804XS1AVRDNK81BJN83NE50SC,guesses,"[u'3968845', u'38659975', u'39688742']"
A3QC57KUVJP5EW:384PI804XS1AVRDNK81BJN83NE50SC,number,3968845
A3QC57KUVJP5EW:384PI804XS1AVRDNK81BJN83NE50SC,bonus,0.11999999999999998
A3BJNFU4T7RU11:336KAV9KYQSENNSAY1XEKXPJ1XL2YC,start_time,2018-05-03T15:54:24.720Z
A3BJNFU4T7RU11:336KAV9KYQSENNSAY1XEKXPJ1XL2YC,guesses,"[u'2952100', u'2952100', u'2952100']"
A3BJNFU4T7RU11:336KAV9KYQSENNSAY1XEKXPJ1XL2YC,number,2952100
A3BJNFU4T7RU11:336KAV9KYQSENNSAY1XEKXPJ1XL2YC,bonus,0.11999999999999998
A2YJZYTC8WOIZT:3C44YUNSI1P7HJYP43LC3PNBUJ7DP2,start_time,2018-05-03T15:55:08.224Z
A2YJZYTC8WOIZT:3C44YUNSI1P7HJYP43LC3PNBUJ7DP2,guesses,[]
A2YJZYTC8WOIZT:3C44YUNSI1P7HJYP43LC3PNBUJ7DP2,bonus,0.10999999999999999
